"^001939";"eutelia";0,02;"Puerto Rico"
"^001939";"eutelia";0,02;"Puerto Rico Mobile"
"^0020";"eutelia";0,11;"Egypt"
"^0020";"eutelia";0,11;"Egypt"
"^0020";"eutelia";0,11;"Egypt"
"^00201";"eutelia";0,11;"Egypt Mobile"
"^00212";"eutelia";0,13;"Morocco"
"^00212";"eutelia";0,12;"Morocco"
"^00212";"eutelia";0,12;"Morocco"
"^00212";"eutelia";0,12;"Morocco"
"^002126";"eutelia";0,15;"Morocco Mobile"
"^002126";"eutelia";0,2;"Morocco Mobile"
"^002126";"eutelia";0,22;"Morocco Mobile"
"^00213";"eutelia";0,12;"Algeria Mobile"
"^00213";"eutelia";0,09;"Algeria Mobile"
"^00213";"eutelia";0,11;"Algeria Mobile"
"^00213";"eutelia";0,08;"Algeria"
"^00213";"eutelia";0,08;"Algeria"
"^00213";"eutelia";0,13;"Algeria Mobile"
"^00216";"eutelia";0,14;"Tunisia"
"^00216";"eutelia";0,15;"Tunisia"
"^002162";"eutelia";0,2;"Tunisia Mobile"
"^002162";"eutelia";0,22;"Tunisia Mobile"
"^002169";"eutelia";0,2;"Tunisia Mobile"
"^002169";"eutelia";0,22;"Tunisia Mobile"
"^00218";"eutelia";0,18;"Libya"
"^0021891";"eutelia";0,19;"Libya Mobile"
"^00220";"eutelia";0,2;"Gambia"
"^002207";"eutelia";0,19;"Gambia Mobile"
"^002209";"eutelia";0,19;"Gambia Mobile"
"^00221";"eutelia";0,12;"Senegal"
"^00221";"eutelia";0,12;"Senegal"
"^002215";"eutelia";0,18;"Senegal Mobile"
"^002215";"eutelia";0,18;"Senegal Mobile"
"^002215";"eutelia";0,18;"Senegal Mobile"
"^002216";"eutelia";0,18;"Senegal Mobile"
"^002216";"eutelia";0,18;"Senegal Mobile"
"^002216";"eutelia";0,18;"Senegal Mobile"
"^00222";"eutelia";0,16;"Mauritania"
"^002226";"eutelia";0,18;"Mauritania Mobile"
"^00223";"eutelia";0,11;"Mali"
"^002233";"eutelia";0,2;"Mali Mobile"
"^002234";"eutelia";0,2;"Mali Mobile"
"^002235";"eutelia";0,2;"Mali Mobile"
"^002236";"eutelia";0,2;"Mali Mobile"
"^002239";"eutelia";0,2;"Mali Mobile"
"^002246";"eutelia";0,15;"Guinea Mobile"
"^00225";"eutelia";0,12;"Ivory Coast"
"^002250";"eutelia";0,14;"Ivory Coast Mobile"
"^002250";"eutelia";0,18;"Ivory Coast Mobile"
"^002250";"eutelia";0,32;"Ivory Coast Mobile"
"^002250";"eutelia";0,14;"Ivory Coast Mobile"
"^002250";"eutelia";0,15;"Ivory Coast Mobile"
"^002256";"eutelia";0,15;"Ivory Coast Mobile"
"^002256";"eutelia";0,32;"Ivory Coast Mobile"
"^002256";"eutelia";0,18;"Ivory Coast Mobile"
"^002256";"eutelia";0,14;"Ivory Coast Mobile"
"^002256";"eutelia";0,14;"Ivory Coast Mobile"
"^00226";"eutelia";0,01;"Burkina Faso"
"^00226";"eutelia";0,01;"Burkina Faso"
"^00226";"eutelia";0,12;"Burkina Faso"
"^00226";"eutelia";0,07;"Burkina Faso"
"^00226";"eutelia";6;"Burkina Faso"
"^00226";"eutelia";0,13;"Burkina Faso"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,14;"Burkina Faso Mobile"
"^002267";"eutelia";0,15;"Burkina Faso Mobile"
"^00228";"eutelia";0,22;"Togo"
"^002289";"eutelia";0,23;"Togo Mobile"
"^00229";"eutelia";0,12;"Benin"
"^002299";"eutelia";0,15;"Benin Mobile"
"^00230";"eutelia";0,13;"Mauritius"
"^002307";"eutelia";0,13;"Mauritius Mobile"
"^002308";"eutelia";0,13;"Mauritius Mobile"
"^002309";"eutelia";0,13;"Mauritius Mobile"
"^00232";"eutelia";6;"Sierra Leone"
"^00232";"eutelia";0,16;"Sierra Leone"
"^0023223";"eutelia";0,16;"Sierra Leone Mobile"
"^0023230";"eutelia";0,16;"Sierra Leone Mobile"
"^0023233";"eutelia";0,16;"Sierra Leone Mobile"
"^002327";"eutelia";0,16;"Sierra Leone Mobile"
"^00233";"eutelia";0,07;"Ghana"
"^00233";"eutelia";0,07;"Ghana"
"^0023328";"eutelia";0,13;"Ghana Mobile"
"^00234";"eutelia";0,08;"Nigeria"
"^00234";"eutelia";0,06;"Nigeria"
"^00234";"eutelia";0,1;"Nigeria"
"^0023480";"eutelia";0,12;"Nigeria Mobile"
"^0023480";"eutelia";0,09;"Nigeria Mobile"
"^0023480";"eutelia";0,1;"Nigeria Mobile"
"^0023480";"eutelia";0,12;"Nigeria Mobile"
"^0023480";"eutelia";0,1;"Nigeria Mobile"
"^0023480";"eutelia";0,12;"Nigeria Mobile"
"^0023490";"eutelia";0,1;"Nigeria Mobile"
"^0023490";"eutelia";0,12;"Nigeria Mobile"
"^0023490";"eutelia";0,12;"Nigeria Mobile"
"^0023490";"eutelia";0,1;"Nigeria Mobile"
"^0023490";"eutelia";0,12;"Nigeria Mobile"
"^0023490";"eutelia";0,09;"Nigeria Mobile"
"^00238";"eutelia";0,22;"Cape Verde"
"^002389";"eutelia";0,22;"Cape Verde Mobile"
"^00239";"eutelia";0,88;"Sao Tome and Principe"
"^0023990";"eutelia";0,88;"Sao Tome and Principe Mobile"
"^00240";"eutelia";0,18;"Equatorial Guinea"
"^00240";"eutelia";0,15;"Equatorial Guinea"
"^002402";"eutelia";0,15;"Equatorial Guinea Mobile"
"^002402";"eutelia";0,18;"Equatorial Guinea Mobile"
"^00242";"eutelia";0,11;"Republic of Congo"
"^00242";"eutelia";0,2;"Republic of Congo"
"^002424";"eutelia";0,2;"Republic of Congo Mobile"
"^002424";"eutelia";0,2;"Republic of Congo Mobile"
"^002424";"eutelia";0,11;"Republic of Congo Mobile"
"^002424";"eutelia";0,2;"Republic of Congo Mobile"
"^002424";"eutelia";0,2;"Republic of Congo Mobile"
"^002424";"eutelia";0,2;"Republic of Congo Mobile"
"^002425";"eutelia";0,2;"Republic of Congo Mobile"
"^002425";"eutelia";0,2;"Republic of Congo Mobile"
"^002425";"eutelia";0,11;"Republic of Congo Mobile"
"^002425";"eutelia";0,2;"Republic of Congo Mobile"
"^002425";"eutelia";0,2;"Republic of Congo Mobile"
"^002425";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,2;"Republic of Congo Mobile"
"^002426";"eutelia";0,11;"Republic of Congo Mobile"
"^0024322";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024322";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024322";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024322";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024322";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024322";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024378";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024381";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024384";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024385";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024386";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024388";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024389";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024390";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024394";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024395";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024396";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024397";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024398";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,11;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^0024399";"eutelia";0,2;"Democratic Republic of Congo Mobile"
"^00244";"eutelia";0,12;"Angola"
"^002449";"eutelia";0,17;"Angola Mobile"
"^00245";"eutelia";0,38;"Guinea-Bissau"
"^00245";"eutelia";6;"Guinea-Bissau"
"^002456";"eutelia";0,15;"Guinea-Bissau Mobile"
"^002456";"eutelia";0,46;"Guinea-Bissau Mobile"
"^002457";"eutelia";0,46;"Guinea-Bissau Mobile"
"^002457";"eutelia";0,15;"Guinea-Bissau Mobile"
"^00248";"eutelia";0,1;"Seychelles"
"^002485";"eutelia";0,1;"Seychelles Mobile"
"^002487";"eutelia";0,1;"Seychelles Mobile"
"^00249";"eutelia";0,11;"Sudan"
"^002499";"eutelia";0,11;"Sudan Mobile"
"^00250";"eutelia";0,1;"Rwanda"
"^002508";"eutelia";0,1;"Rwanda Mobile"
"^00251";"eutelia";0,22;"Ethiopia"
"^00251";"eutelia";0,23;"Ethiopia"
"^0025191";"eutelia";0,2;"Ethiopia Mobile"
"^00253";"eutelia";0,29;"Djibouti"
"^002538";"eutelia";0,29;"Djibouti Mobile"
"^00254";"eutelia";0,03;"Kenya"
"^00254";"eutelia";0,09;"Kenya"
"^002547";"eutelia";0,13;"Kenya Mobile"
"^00255";"eutelia";0,12;"Tanzania"
"^00255";"eutelia";0,12;"Tanzania"
"^00255";"eutelia";0,08;"Tanzania"
"^0025574";"eutelia";0,13;"Tanzania Mobile"
"^00256";"eutelia";0,09;"Uganda"
"^002567";"eutelia";0,09;"Uganda Mobile"
"^00257";"eutelia";0,07;"Burundi"
"^002577";"eutelia";0,07;"Burundi Mobile"
"^00258";"eutelia";0,1;"Mozambique"
"^002588";"eutelia";0,13;"Mozambique Mobile"
"^00260";"eutelia";0,05;"Zambia"
"^002609";"eutelia";0,1;"Zambia Mobile"
"^00261";"eutelia";0,13;"Madagascar"
"^002613";"eutelia";0,15;"Madagascar Mobile"
"^00263";"eutelia";0,05;"Zimbabwe"
"^0026311";"eutelia";0,18;"Zimbabwe Mobile"
"^0026323";"eutelia";0,18;"Zimbabwe Mobile"
"^0026391";"eutelia";0,18;"Zimbabwe Mobile"
"^00265";"eutelia";0,08;"Malawi"
"^002658";"eutelia";0,07;"Malawi Mobile"
"^002659";"eutelia";0,07;"Malawi Mobile"
"^00266";"eutelia";0,16;"Lesotho"
"^0026658";"eutelia";0,18;"Lesotho Mobile"
"^002666";"eutelia";0,18;"Lesotho Mobile"
"^00267";"eutelia";0,07;"Botswana"
"^002677";"eutelia";0,13;"Botswana Mobile"
"^00268";"eutelia";0,07;"Swaziland"
"^0026860";"eutelia";0,12;"Swaziland Mobile"
"^00269";"eutelia";0,25;"Comoros"
"^0027";"eutelia";0,05;"South Africa"
"^0027";"eutelia";0,05;"South Africa"
"^00277";"eutelia";0,15;"South Africa Mobile"
"^00278";"eutelia";0,15;"South Africa Mobile"
"^00287";"eutelia";0,07;"Cameroon"
"^00287";"eutelia";0,09;"Cameroon"
"^002877";"eutelia";0,14;"Cameroon Mobile"
"^002879";"eutelia";0,14;"Cameroon Mobile"
"^00291";"eutelia";0,23;"Eritrea"
"^002917";"eutelia";0,23;"Eritrea Mobile"
"^00297";"eutelia";0,09;"Aruba"
"^00297";"eutelia";0,15;"Aruba Mobile"
"^0030";"eutelia";0,02;"Greece"
"^0030";"eutelia";0,02;"Greece"
"^0030693";"eutelia";0,17;"Greece Mobile"
"^0030694";"eutelia";0,17;"Greece Mobile"
"^0030697";"eutelia";0,17;"Greece Mobile"
"^0030699";"eutelia";0,17;"Greece Mobile"
"^0031";"eutelia";0,02;"Netherlands"
"^0031";"eutelia";0,11;"Netherlands"
"^00316";"eutelia";0,12;"Netherlands Mobile"
"^00316";"eutelia";0,18;"Netherlands Mobile"
"^0032";"eutelia";6;"Belgium"
"^0032";"eutelia";0,02;"Belgium"
"^003247";"eutelia";0,19;"Belgium Mobile"
"^003247";"eutelia";0,19;"Belgium Mobile"
"^003247";"eutelia";0,17;"Belgium Mobile"
"^003247";"eutelia";0,19;"Belgium Mobile"
"^003248";"eutelia";0,19;"Belgium Mobile"
"^003248";"eutelia";0,17;"Belgium Mobile"
"^003248";"eutelia";0,19;"Belgium Mobile"
"^003248";"eutelia";0,19;"Belgium Mobile"
"^003249";"eutelia";0,17;"Belgium Mobile"
"^003249";"eutelia";0,19;"Belgium Mobile"
"^003249";"eutelia";0,19;"Belgium Mobile"
"^003249";"eutelia";0,19;"Belgium Mobile"
"^0033";"eutelia";0,02;"France"
"^0033";"eutelia";0,02;"France"
"^0033";"eutelia";0,02;"France"
"^00336";"eutelia";0,11;"France Mobile"
"^00336";"eutelia";0,11;"France Mobile"
"^00336";"eutelia";0,11;"France Mobile"
"^00336";"eutelia";0,11;"France Mobile"
"^0034";"eutelia";0,01;"Spain"
"^0034";"eutelia";0,01;"Spain"
"^0034";"eutelia";0,02;"Spain"
"^00346";"eutelia";0,15;"Spain Mobile"
"^00346";"eutelia";0,15;"Spain Mobile"
"^00346";"eutelia";0,15;"Spain Mobile"
"^00346";"eutelia";0,15;"Spain Mobile"
"^00350";"eutelia";0,03;"Gibraltar"
"^0035058";"eutelia";0,19;"Gibraltar Mobile"
"^00351";"eutelia";0,02;"Portugal"
"^003519";"eutelia";0,19;"Portugal Mobile"
"^00352";"eutelia";0,02;"Luxembourg"
"^00352621";"eutelia";0,17;"Luxembourg Mobile"
"^00352628";"eutelia";0,17;"Luxembourg Mobile"
"^00352661";"eutelia";0,17;"Luxembourg Mobile"
"^00352668";"eutelia";0,17;"Luxembourg Mobile"
"^00352691";"eutelia";0,17;"Luxembourg Mobile"
"^00352698";"eutelia";0,17;"Luxembourg Mobile"
"^00353";"eutelia";0,01;"Ireland"
"^003538";"eutelia";0,15;"Ireland Mobile"
"^00354";"eutelia";0,03;"Iceland"
"^003546";"eutelia";0,17;"Iceland Mobile"
"^003548";"eutelia";0,17;"Iceland Mobile"
"^00355";"eutelia";0,03;"Albania"
"^00355";"eutelia";0,07;"Albania"
"^003556";"eutelia";0,18;"Albania Mobile"
"^003556";"eutelia";0,16;"Albania Mobile"
"^00356";"eutelia";0,07;"Malta"
"^0035679";"eutelia";0,25;"Malta Mobile"
"^0035699";"eutelia";0,25;"Malta Mobile"
"^00357";"eutelia";0,06;"Cyprus"
"^00357";"eutelia";0,03;"Cyprus"
"^0035796";"eutelia";0,05;"Cyprus Mobile"
"^0035797";"eutelia";0,05;"Cyprus Mobile"
"^0035799";"eutelia";0,05;"Cyprus Mobile"
"^00358";"eutelia";0,03;"Finland"
"^00358";"eutelia";0,02;"Finland"
"^00358";"eutelia";6;"Finland"
"^003584";"eutelia";0,14;"Finland Mobile"
"^0035850";"eutelia";0,14;"Finland Mobile"
"^00359";"eutelia";6;"Bulgaria"
"^00359";"eutelia";0,03;"Bulgaria"
"^00359";"eutelia";0,03;"Bulgaria"
"^00359";"eutelia";0,02;"Bulgaria"
"^0035948";"eutelia";0,2;"Bulgaria Mobile"
"^0035987";"eutelia";0,2;"Bulgaria Mobile"
"^0035988";"eutelia";0,2;"Bulgaria Mobile"
"^0035989";"eutelia";0,2;"Bulgaria Mobile"
"^0036";"eutelia";0,02;"Hungary"
"^0036";"eutelia";0,02;"Hungary"
"^003620";"eutelia";0,16;"Hungary Mobile"
"^003630";"eutelia";0,16;"Hungary Mobile"
"^003670";"eutelia";0,16;"Hungary Mobile"
"^00370";"eutelia";0,04;"Lithuania"
"^003706";"eutelia";0,15;"Lithuania Mobile"
"^00371";"eutelia";0,05;"Latvia"
"^00371";"eutelia";0,03;"Latvia"
"^003712xx";"eutelia";0,15;"Latvia Mobile"
"^00372";"eutelia";0,02;"Estonia"
"^003725";"eutelia";0,14;"Estonia Mobile"
"^003725";"eutelia";0,15;"Estonia Mobile"
"^003725";"eutelia";0,18;"Estonia Mobile"
"^003725";"eutelia";0,22;"Estonia Mobile"
"^003725";"eutelia";0,32;"Estonia Mobile"
"^00373";"eutelia";0,1;"Moldova"
"^0037365";"eutelia";0,16;"Moldova Mobile"
"^0037368";"eutelia";0,16;"Moldova Mobile"
"^0037369";"eutelia";0,16;"Moldova Mobile"
"^0037376";"eutelia";0,16;"Moldova Mobile"
"^0037378";"eutelia";0,16;"Moldova Mobile"
"^0037379";"eutelia";0,16;"Moldova Mobile"
"^00374";"eutelia";0,07;"Armenia"
"^003749";"eutelia";0,17;"Armenia Mobile"
"^00375";"eutelia";0,18;"Belarus"
"^0037525";"eutelia";0,19;"Belarus Mobile"
"^0037529";"eutelia";0,19;"Belarus Mobile"
"^0037533";"eutelia";0,19;"Belarus Mobile"
"^0037544";"eutelia";0,19;"Belarus Mobile"
"^00376";"eutelia";0,03;"Andorra"
"^003763";"eutelia";0,18;"Andorra Mobile"
"^00377";"eutelia";0,03;"Monaco"
"^003774";"eutelia";0,17;"Monaco Mobile"
"^003776";"eutelia";0,17;"Monaco Mobile"
"^00378";"eutelia";6;"San Marino"
"^00378";"eutelia";0,03;"San Marino"
"^0037866";"eutelia";0,16;"San Marino Mobile"
"^00380";"eutelia";0,08;"Ukraine"
"^00380";"eutelia";0,08;"Ukraine"
"^00380";"eutelia";0,07;"Ukraine"
"^00380";"eutelia";0,08;"Ukraine"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038039";"eutelia";0,08;"Ukraine Mobile"
"^0038039";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,08;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038050";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,08;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038063";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,1;"Ukraine Mobile"
"^0038066";"eutelia";0,08;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,08;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038067";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,08;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038068";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,08;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
"^0038097";"eutelia";0,1;"Ukraine Mobile"
